Localization,1.0.0,,,,,,,,,,,,
ID,en:English,ja:Japanese,zh:Chinese,zh-CN:ChineseSimplified,zh-TW:ChineseTraditional,fr:French,es:Spanish,ko:Korean,id:Indonesian,th:Thai,ar:Arabic,ru:Russian,de:German
Please import FirebaseMessaging.unitypackage comment,In order to use the Firebase function of mUniSm Database FirebaseMessaging SDK is required. Please download the SDK from the site below and import FirebaseMessaging.unitypackage.,mUniSm DatabaseのFirebaseの機能を使用するにはFirebaseMessagingのSDKが必要です。下記サイトからSDKをダウンロードしFirebaseMessaging.unitypackageをインポートしてください。,为了使用mUniSm数据库FirebaseMessaging SDK的火力地堡功能是必需的。请下载从下面的网站和进口FirebaseMessaging.unitypackage的SDK。,为了使用mUniSm数据库FirebaseMessaging SDK的火力地堡功能是必需的。请下载从下面的网站和进口FirebaseMessaging.unitypackage的SDK。,為了使用mUniSm數據庫FirebaseMessaging SDK的火力地堡功能是必需的。請下載從下面的網站和進口FirebaseMessaging.unitypackage的SDK。,Pour utiliser la fonction Firebase de base de données FirebaseMessaging SDK communisme est nécessaire. S'il vous plaît télécharger le SDK sur le site ci-dessous et FirebaseMessaging.unitypackage d'importation.,"Para utilizar la función de base de datos Firebase comunismo FirebaseMessaging SDK se requiere. Por favor, descargue el SDK desde el sitio de abajo y FirebaseMessaging.unitypackage importación.",mUniSm Database의 Firebase 기능을 사용하려면 FirebaseMessaging의 SDK가 필요합니다. 다음 사이트에서 SDK를 다운로드 FirebaseMessaging.unitypackage를 가져와야합니다.,Untuk menggunakan fungsi Firebase dari mUniSm database FirebaseMessaging SDK diperlukan. Silahkan download SDK dari situs di bawah ini dan impor FirebaseMessaging.unitypackage.,เพื่อที่จะใช้ฟังก์ชั่นของ Firebase mUniSm ฐานข้อมูล FirebaseMessaging SDK เป็นสิ่งจำเป็น กรุณาดาวน์โหลด SDK จากเว็บไซต์ด้านล่างและ FirebaseMessaging.unitypackage นำเข้า,من أجل استخدام وظيفة Firebase من قاعدة البيانات mUniSm FirebaseMessaging SDK هو مطلوب. يرجى تحميل SDK من موقع أدناه وFirebaseMessaging.unitypackage الاستيراد.,"Для того, чтобы использовать Firebase функцию mUniSm Database FirebaseMessaging SDK требуется. Пожалуйста, загрузите SDK с сайта ниже и импорта FirebaseMessaging.unitypackage.",Um die Firebase Funktion von mUniSm Database FirebaseMessaging SDK verwenden erforderlich. Bitte laden Sie das SDK von der Website unten und Import FirebaseMessaging.unitypackage.
Please import FirebaseAnalytics.unitypackage,Please import FirebaseAnalytics.unitypackage,FirebaseAnalytics.unitypackageをインポートしてください,请输入FirebaseAnalytics.unitypackage,请输入FirebaseAnalytics.unitypackage,請輸入FirebaseAnalytics.unitypackage,S'il vous plaît importer FirebaseAnalytics.unitypackage,Por favor importar FirebaseAnalytics.unitypackage,FirebaseAnalytics.unitypackage을 가져 오십시오,Silakan mengimpor FirebaseAnalytics.unitypackage,กรุณานำเข้า FirebaseAnalytics.unitypackage,يرجى استيراد FirebaseAnalytics.unitypackage,Импортируйте FirebaseAnalytics.unitypackage,Bitte importieren FirebaseAnalytics.unitypackage
Please import FirebaseAnalytics.unitypackage comment,In order to use the Firebase function of mUniSm Database FirebaseAnalytics SDK is required. Please download the SDK from the site below and import FirebaseAnalytics.unitypackage.,mUniSm DatabaseのFirebaseの機能を使用するにはFirebaseAnalyticsのSDKが必要です。下記サイトからSDKをダウンロードしFirebaseAnalytics.unitypackageをインポートしてください。,为了使用mUniSm数据库FirebaseAnalytics SDK的火力地堡功能是必需的。请下载从下面的网站和进口FirebaseAnalytics.unitypackage的SDK。,为了使用mUniSm数据库FirebaseAnalytics SDK的火力地堡功能是必需的。请下载从下面的网站和进口FirebaseAnalytics.unitypackage的SDK。,為了使用mUniSm數據庫FirebaseAnalytics SDK的火力地堡功能是必需的。請下載從下面的網站和進口FirebaseAnalytics.unitypackage的SDK。,Pour utiliser la fonction Firebase de base de données FirebaseAnalytics SDK communisme est nécessaire. S'il vous plaît télécharger le SDK sur le site ci-dessous et FirebaseAnalytics.unitypackage d'importation.,"Para utilizar la función de base de datos Firebase comunismo FirebaseAnalytics SDK se requiere. Por favor, descargue el SDK desde el sitio de abajo y FirebaseAnalytics.unitypackage importación.",mUniSm Database의 Firebase 기능을 사용하려면 FirebaseAnalytics의 SDK가 필요합니다. 다음 사이트에서 SDK를 다운로드 FirebaseAnalytics.unitypackage를 가져와야합니다.,Untuk menggunakan fungsi Firebase dari mUniSm database FirebaseAnalytics SDK diperlukan. Silahkan download SDK dari situs di bawah ini dan impor FirebaseAnalytics.unitypackage.,เพื่อที่จะใช้ฟังก์ชั่นของ Firebase mUniSm ฐานข้อมูล FirebaseAnalytics SDK เป็นสิ่งจำเป็น กรุณาดาวน์โหลด SDK จากเว็บไซต์ด้านล่างและ FirebaseAnalytics.unitypackage นำเข้า,من أجل استخدام وظيفة Firebase من قاعدة البيانات mUniSm FirebaseAnalytics SDK هو مطلوب. يرجى تحميل SDK من موقع أدناه وFirebaseAnalytics.unitypackage الاستيراد.,"Для того, чтобы использовать Firebase функцию mUniSm Database FirebaseAnalytics SDK требуется. Пожалуйста, загрузите SDK с сайта ниже и импорта FirebaseAnalytics.unitypackage.",Um die Firebase Funktion von mUniSm Database FirebaseAnalytics SDK verwenden erforderlich. Bitte laden Sie das SDK von der Website unten und Import FirebaseAnalytics.unitypackage.
Please initialize Firebase,Please initialize Firebase,Firebaseの初期化設定を行って下さい,请初始化火力地堡,请初始化火力地堡,請初始化火力地堡,S'il vous plaît initialiser Firebase,"Por favor, inicializar Firebase",Firebase 초기화 설정을 실시해주세요,Silakan menginisialisasi Firebase,กรุณาเริ่มต้น Firebase,يرجى تهيئة Firebase,"Пожалуйста, инициализировать Firebase",Bitte initialisieren Firebase
Please initialize Firebase comment,"It is necessary to initialize the Firebase library. Please initialize the library by clicking the following button on [Version Update] -> [Android Init]. If the library can not be initialized Install Android Studio from the [Android Studio] button below, open the [File] -> [Settings] window in Android Studio and select [Appearance & Behavior] -> [System Settings]. And please check [Google Play Services] in [SDK Tools] in [Android SDK] and click the [OK] button. Please press the Android Init button again afterwards.",Firebaseのライブラリの初期化が必要です。下記ボタンを[Version Update] -> [Android Init]の順にクリックしライブラリを初期化して下さい。ライブラリが初期化出来ない場合下記[Android Studio]ボタンからAndroid Studioをインストールし、Android Stduio内の[File]->[Setting]ウインドウを開き、[Appearance & Behaviour] -> [System Settings] -> [Android SDK]にある[SDK Tools]内の[Google Play Services]をチェックし[OK]ボタンを押して下さい。その後もう一度[Android Init]ボタンを押して下さい。,这是必要的初始化火力地堡库。点击[版本更新]下面的按钮，请初始化库 - > [Android的初始化。如果库不能初始化从[Android的工作室]下面的按钮安装Android Studio中，打开[文件]  -  Android Studio中> [设置]窗口，选择[外观和行为]  - > [系统设置]。并请在[Android SDK中] [谷歌播放服务]在[SDK工具]，然后单击[确定]按钮。请重新事后按Android初始化按钮。,这是必要的初始化火力地堡库。点击[版本更新]下面的按钮，请初始化库 - > [Android的初始化。如果库不能初始化从[Android的工作室]下面的按钮安装Android Studio中，打开[文件]  -  Android Studio中> [设置]窗口，选择[外观和行为]  - > [系统设置]。并请在[Android SDK中] [谷歌播放服务]在[SDK工具]，然后单击[确定]按钮。请重新事后按Android初始化按钮。,這是必要的初始化火力地堡庫。點擊[版本更新]下面的按鈕，請初始化庫 - > [Android的初始化。如果庫不能初始化從[Android的工作室]下面的按鈕安裝Android Studio中，打開[文件]  -  Android Studio中> [設置]窗口，選擇[外觀和行為]  - > [系統設置]。並請在[Android SDK中] [谷歌播放服務]在[SDK工具]，然後單擊[確定]按鈕。請重新事後按Android初始化按鈕。,"Il est nécessaire d'initialiser la bibliothèque Firebase. S'il vous plaît initialiser la bibliothèque en cliquant sur le bouton ci-dessous sur [mise à jour] -> [Android Init]. Si la bibliothèque ne peut pas être initialisé Installer Android Studio à partir du bouton [Android Studio] ci-dessous, ouvrez le [File] -> [Paramètres] fenêtre dans Android Studio sélectionnez [Apparence et comportement] -> [Paramètres système]. Et s'il vous plaît vérifier [services Google Play] dans [Outils SDK] dans [SDK Android] et cliquez sur le bouton [OK]. S'il vous plaît appuyez sur le bouton Init Android à nouveau par la suite.","Es necesario inicializar la biblioteca Firebase. Por favor, inicializar la biblioteca haciendo clic en el siguiente botón de [Versión Actualizada] -> [Android Init]. Si la biblioteca no se puede inicializar Instalar Android Studio desde el botón [Android Estudio] a continuación, abra la [Archivo] -> [Ajustes] en la ventana de Android Studio y seleccione [Aspecto y Comportamiento] -> [Ajustes del sistema]. Y por favor consulte [Servicios de Google Play] en [Herramientas SDK] en [SDK de Android] y haga clic en el botón [Aceptar]. Por favor, pulse el botón de Android Init nuevo después.",Firebase 라이브러리의 초기화가 필요합니다. 아래 버튼을 [Version Update] -> [Android Init 차례로 클릭 라이브러리를 초기화하십시오. 라이브러리를 초기화 할 수없는 경우 아래 [Android Studio 버튼에서 Android Studio를 설치하고 Android Stduio의 [File] -> [Setting] 창을 열고 Appearance & Behaviour] -> [System Settings -> Android SDK]에있는 SDK Tools]에서 [Google Play Services]를 체크하고 [OK] 버튼을 눌러주세요. 그 후 다시 [Android Init 버튼을 눌러주세요.,"Hal ini diperlukan untuk menginisialisasi perpustakaan Firebase. Silakan menginisialisasi perpustakaan dengan mengklik tombol berikut pada [Version Update] -> [Android Init]. Jika perpustakaan tidak dapat diinisialisasi Instal Android Studio dari [Android Studio] tombol di bawah, membuka [File] -> [Settings] window di Android Studio dan pilih [Penampilan & Perilaku] -> [System Settings]. Dan silahkan cek [Google Play] di [SDK Tools] di [Android SDK] dan klik [OK]. Silahkan tekan tombol Android Init lagi sesudahnya.",มันเป็นสิ่งจำเป็นในการเริ่มต้นห้องสมุด Firebase โปรดเตรียมใช้ห้องสมุดโดยคลิกที่ปุ่มต่อไปนี้บน [เวอร์ชันอัปเดต] -> [Android Init] ถ้าห้องสมุดไม่สามารถเตรียมการติดตั้ง Android สตูดิโอจากปุ่ม [Android สตูดิโอ] ด้านล่างเปิด [File] -> หน้าต่าง [Settings] ในสตูดิโอของ Android และเลือก [ลักษณะและพฤติกรรม] -> [ตั้งค่าระบบ] และโปรดตรวจสอบ [บริการ Google Play] ใน [เครื่องมือ SDK] ใน [Android SDK] และคลิกที่ปุ่ม [OK] กรุณากดที่ปุ่ม Android Init อีกครั้งในภายหลัง,فمن الضروري تهيئة مكتبة Firebase. يرجى تهيئة مكتبة من خلال النقر على الزر التالي على [النسخة تحديث] -> [أندرويد التهيئة]. إذا المكتبة لا يمكن تهيئة تركيب الروبوت ستوديو من الزر [أندرويد ستوديو] أدناه، فتح [أرشيف] -> [إعدادات] نافذة في الروبوت ستوديو وحدد [المظهر والسلوك] -> [إعدادات نظام]. ويرجى مراجعة [خدمات Google Play] في [أدوات SDK] في [أندرويد SDK] وانقر على زر [OK]. يرجى الضغط على زر الروبوت التهيئة مرة أخرى بعد ذلك.,"Необходимо инициализировать Firebase библиотеку. Пожалуйста, инициализировать библиотеку, нажав на следующую кнопку на [Version Update] -> [Android Init]. Если библиотека не может быть инициализирован Установка Android Studio, с помощью кнопки [Android] Студия ниже, откройте [File] -> Окно [Настройки] в Android Studio и выберите [Appearance & Поведение] -> [Настройки системы]. И, пожалуйста, проверьте [Google Play Services] в [SDK Tools] в [Android SDK] и нажмите кнопку [OK]. Пожалуйста, нажмите на кнопку Android Init впоследствии снова.","Es ist notwendig, die Firebase-Bibliothek zu initialisieren. Bitte initialisieren Sie die Bibliothek, indem Sie auf den folgenden Button auf [Version Update] -> [Android Init]. Wenn die Bibliothek nicht von dem [Android Studio] -Taste unter Installieren Android Studio initialisiert wird, öffnen Sie die [Datei] -> [Einstellungen] Fenster in Android Studio und wählen Sie [Aussehen und Verhalten] -> [System-Einstellungen]. Und überprüfen Sie bitte, [Google Play-Dienste] in [SDK Tools] in [Android SDK] und klicken Sie auf die Schaltfläche [OK]. Bitte drücken Sie die Android Init-Taste erneut danach."
Please import Android Firebase setting,Please import Android Firebase setting,FirebaseのAndroid用設定ファイルをインポートしてください,请导入Android的火力地堡设置,请导入Android的火力地堡设置,請導入Android的火力地堡設置,S'il vous plaît importer Paramètre Android Firebase,Por favor importar entorno Android Firebase,Firebase의 Android 용 설정 파일을 가져 오십시오,Silakan mengimpor pengaturan Android Firebase,กรุณานำเข้าการตั้งค่าของ Android Firebase,يرجى استيراد إعداد الروبوت Firebase,Импортируйте настройки Android Firebase,Bitte importieren Android Firebase Einstellung
Please import Android Firebase setting comment,"The Firebase Android application settings have not been imported. Create a project from [Firebase console] below and click the gear icon on the left side of the project. After creating a new Android application from [Project Settings] -> [General], please click [google-services.json] button and copy the downloaded [google-services.json] somewhere in the Unity Assets folder.",FirebaseのAndroidアプリ設定がインポートされていません。下記[Firebase console]ボタンからプロジェクトを作成し、プロジェクト内の左側にある歯車アイコンをクリック[プロジェクトの設定]->[全般]から新しくAndroidアプリを作成した後、アプリ設定の右上にある[google-services.json]ボタンをクリック、ダウンロードした[google-services.json]をUnityのAssets以下のフォルダのどこかにコピーしてください。,在火力地堡的Android应用程序设置尚未导入。创建从下面[火力地堡控制台]的项目，并单击该项目左侧的齿轮图标。从创建一个新的Android应用程序后[项目设置]  - > [常规]，请点击[谷歌services.json]按钮，然后在Unity资产文件夹中复制下载[谷歌services.json]某处。,在火力地堡的Android应用程序设置尚未导入。创建从下面[火力地堡控制台]的项目，并单击该项目左侧的齿轮图标。从创建一个新的Android应用程序后[项目设置]  - > [常规]，请点击[谷歌services.json]按钮，然后在Unity资产文件夹中复制下载[谷歌services.json]某处。,在火力地堡的Android應用程序設置尚未導入。創建從下面[火力地堡控制台]的項目，並單擊該項目左側的齒輪圖標。從創建一個新的Android應用程序後[項目設置]  - > [常規]，請點擊[谷歌services.json]按鈕，然後在Unity資產文件夾中複製下載[谷歌services.json]某處。,"Les paramètres de l'application Android Firebase n'ont pas été importés. Créer un projet à partir de [console Firebase] ci-dessous et cliquez sur l'icône d'engrenage sur le côté gauche du projet. Après avoir créé une nouvelle application Android de [Project Settings] - bouton> [Général], s'il vous plaît cliquez sur [google-services.json] et copiez le fichier téléchargé [google-services.json] quelque part dans le dossier Assets Unity.","Los parámetros de la aplicación Firebase Android no han sido importados. Crear un proyecto de [Firebase consola] a continuación y haga clic en el icono de engranaje en el lado izquierdo del proyecto. Después de crear una nueva aplicación Android de [Configuración del proyecto] -> [General], por favor haga clic en el botón [google-services.json] y copiar el archivo descargado [google-services.json] en algún lugar de la carpeta de la unidad de Activos.",Firebase의 Android 앱 설정을 가져올 수 없습니다. 아래 [Firebase console 버튼에서 프로젝트를 만들고 프로젝트의 왼쪽에있는 톱니 바퀴 아이콘을 클릭 프로젝트 설정 -> 일반에서 새롭게 Android 어플리케이션을 생성 한 후 응용 프로그램 설정의 오른쪽 상단에있는 google- services.json 버튼을 클릭하여 다운로드 한 [google-services.json을 Unity의 Assets 다음 폴더 어딘가에 복사하십시오.,"Pengaturan aplikasi Firebase Android belum diimpor. Buat proyek dari [Firebase konsol] di bawah ini dan klik ikon roda gigi di sisi kiri proyek. Setelah membuat aplikasi Android baru dari [Settings Project] -> [General], klik [google-services.json] dan menyalin download [google-services.json] di suatu tempat di folder Unity Aset.",การตั้งค่าแอปพลิเค Firebase Android ยังไม่ได้ถูกนำเข้า สร้างโครงการจาก [Firebase คอนโซล] ด้านล่างและคลิกที่ไอคอนรูปเฟืองที่ด้านซ้ายของโครงการ หลังจากที่สร้างแอพลิเคชัน Android ใหม่จาก [ตั้งโครงการ] -> [ทั่วไป] โปรดคลิกปุ่ม [google-services.json] และคัดลอกดาวน์โหลด [google-services.json] ที่ไหนสักแห่งในโฟลเดอร์สามัคคีสินทรัพย์,لم يتم استيراد إعدادات التطبيق Firebase الروبوت. إنشاء مشروع من [Firebase حدة] أدناه وانقر على رمز الترس في الجانب الأيسر من المشروع. بعد إنشاء تطبيق الروبوت الجديد من [إعدادات المشروع] -> [عام]، يرجى الضغط على زر [جوجل-services.json] ونسخ تحميل [جوجل-services.json] في مكان ما في المجلد الوحدة الأصول.,"Настройки приложения Firebase Android не были импортированы. Создание проекта из [Firebase консоли] ниже и нажмите на значок шестеренки на левой стороне проекта. После создания нового приложения для Android от [Настройки проекта] -> [General], нажмите кнопку [Google-services.json] и скопировать загруженный [Google-services.json] где-то в папке Unity Assets.","Die Firebase Android Anwendungseinstellungen nicht importiert. Erstellen Sie ein Projekt von [Firebase Konsole] ein und klicken Sie auf das Zahnradsymbol auf der linken Seite des Projekts. eine neue Android-Anwendung von [Projekteinstellungen] Nach dem Erstellen -> [General], klicken Sie bitte [google-services.json] und kopieren Sie die heruntergeladene [google-services.json] irgendwo im Unity Assets Ordner."
Please import IOS Firebase setting,Please import IOS Firebase setting,FirebaseのIOS用設定ファイルをインポートしてください,请导入IOS火力地堡设置,请导入IOS火力地堡设置,請導入IOS火力地堡設置,S'il vous plaît importer IOS paramètre Firebase,Por favor importar configuración IOS Firebase,Firebase의 IOS 용 설정 파일을 가져 오십시오,Silakan mengimpor pengaturan IOS Firebase,กรุณานำเข้าการตั้งค่า IOS Firebase,يرجى استيراد الإعداد IOS Firebase,Импортируйте настройки IOS Firebase,Bitte importieren IOS Firebase Einstellung
Please import IOS Firebase setting comment,"The Firebase IOS application settings have not been imported. Create a project from [Firebase console] below and click the gear icon on the left side of the project. After creating a new IOS application from [Project Settings] -> [General], please click [GoogleService-Info.plist] button and copy the downloaded [GoogleService-Info.plist] somewhere in the Unity Assets folder.",FirebaseのIOSアプリ設定がインポートされていません。下記[Firebase console]ボタンからプロジェクトを作成し、プロジェクト内の左側にある歯車アイコンをクリック[プロジェクトの設定]->[全般]から新しくIOSアプリを作成した後、アプリ設定の右上にある[GoogleService-Info.plist]ボタンをクリック、ダウンロードした[GoogleService-Info.plist]をUnityのAssets以下のフォルダのどこかにコピーしてください。,在火力地堡IOS应用程序设置尚未导入。创建从下面[火力地堡控制台]的项目，并单击该项目左侧的齿轮图标。 > [常规]，请点击[GoogleService-的Info.plist]按钮，然后在Unity资产文件夹中复制下载[GoogleService-Info.plist中]地方 - 从创建[项目设置]新的IOS应用程序之后。,在火力地堡IOS应用程序设置尚未导入。创建从下面[火力地堡控制台]的项目，并单击该项目左侧的齿轮图标。 > [常规]，请点击[GoogleService-的Info.plist]按钮，然后在Unity资产文件夹中复制下载[GoogleService-Info.plist中]地方 - 从创建[项目设置]新的IOS应用程序之后。,在火力地堡IOS應用程序設置尚未導入。創建從下面[火力地堡控制台]的項目，並單擊該項目左側的齒輪圖標。 > [常規]，請點擊[GoogleService-的Info.plist]按鈕，然後在Unity資產文件夾中複製下載[GoogleService-Info.plist中]地方 - 從創建[項目設置]新的IOS應用程序之後。,"Les paramètres d'application Firebase IOS n'ont pas été importés. Créer un projet à partir de [console Firebase] ci-dessous et cliquez sur l'icône d'engrenage sur le côté gauche du projet. Après avoir créé une nouvelle application IOS à partir de [Paramètres du projet] - bouton> [Général], s'il vous plaît cliquer sur [GoogleService-Info.plist] et copiez le fichier téléchargé [GoogleService-Info.plist] quelque part dans le dossier Assets Unity.","Los parámetros de la aplicación Firebase IOS no han sido importados. Crear un proyecto de [Firebase consola] a continuación y haga clic en el icono de engranaje en el lado izquierdo del proyecto. Después de crear una nueva aplicación IOS desde [Configuración del proyecto] -> botón [General], por favor haga clic en [GoogleService-Info.plist] y copiar el archivo descargado [GoogleService-Info.plist] en algún lugar de la carpeta de la unidad de Activos.",Firebase의 IOS 응용 프로그램 설정을 가져올 수 없습니다. 아래 [Firebase console 버튼에서 프로젝트를 만들고 프로젝트의 왼쪽에있는 톱니 바퀴 아이콘을 클릭 프로젝트 설정 -> 일반에서 새롭게 IOS 응용 프로그램을 만든 후 응용 프로그램 설정의 오른쪽 상단에있는 GoogleService- Info.plist 버튼을 클릭하여 다운로드 한 [GoogleService-Info.plist를 Unity의 Assets 다음 폴더 어딘가에 복사하십시오.,"Pengaturan aplikasi Firebase iOS belum diimpor. Buat proyek dari [Firebase konsol] di bawah ini dan klik ikon roda gigi di sisi kiri proyek. Setelah membuat sebuah aplikasi IOS baru dari [Settings Project] - tombol> [General], klik [GoogleService-Info.plist] dan copy download [GoogleService-Info.plist] di suatu tempat di folder Unity Aset.",การตั้งค่าแอปพลิเค Firebase IOS ยังไม่ได้ถูกนำเข้า สร้างโครงการจาก [Firebase คอนโซล] ด้านล่างและคลิกที่ไอคอนรูปเฟืองที่ด้านซ้ายของโครงการ หลังจากที่สร้างโปรแกรมประยุกต์ที่ใช้ IOS ใหม่จาก [ตั้งโครงการ] -> [ทั่วไป] โปรดคลิกปุ่ม [GoogleService-Info.plist] และคัดลอกดาวน์โหลด [GoogleService-Info.plist] ที่ไหนสักแห่งในโฟลเดอร์สามัคคีสินทรัพย์,لم يتم استيراد إعدادات التطبيق Firebase IOS. إنشاء مشروع من [Firebase حدة] أدناه وانقر على رمز الترس في الجانب الأيسر من المشروع. بعد إنشاء تطبيق IOS جديدة من [إعدادات المشروع] - زر> [عام]، الرجاء النقر [GoogleService-Info.plist] ونسخ تحميل [GoogleService-Info.plist] في مكان ما في المجلد الوحدة الأصول.,"Настройки приложения Firebase IOS не были импортированы. Создание проекта из [Firebase консоли] ниже и нажмите на значок шестеренки на левой стороне проекта. После создания нового приложения IOS от [Настройки проекта] - кнопка> [General], нажмите [GoogleService-Info.plist] и скопировать загруженный [GoogleService-info.plist] где-то в папке Unity Assets.","Die Firebase IOS Anwendungseinstellungen werden nicht importiert. Erstellen Sie ein Projekt von [Firebase Konsole] ein und klicken Sie auf das Zahnradsymbol auf der linken Seite des Projekts. Nach einer neuen IOS Anwendung von [Projekteinstellungen] Erstellen -> [General], klicken Sie bitte [GoogleService-Info.plist] -Taste und kopieren Sie die heruntergeladene [GoogleService-Info.plist] irgendwo im Unity Assets Ordner."
Unuse IAP,Unuse IAP,IAPを使用しない,UNUSE IAP,UNUSE IAP,UNUSE IAP,unuse IAP,unuse IAP,IAP를 사용하지,unuse IAP,ที่ไม่จำเป็นออก IAP,و unuse IAP,IAP не использование,unuse IAP
Unuse IAP comment,t does not use the charge function.,課金機能を使用しません。,t不与使用充电功能。,t不与使用充电功能。,t不與使用充電功能。,t ne pas utiliser la fonction de charge.,t no utiliza la función de carga.,결제 기능을 사용하지 않습니다.,t tidak menggunakan fungsi biaya.,ทีไม่ได้ใช้ฟังก์ชั่นค่าใช้จ่าย,ر لا يستخدم وظيفة المسؤول.,т не использует функцию зарядки.,t verwendet nicht die Ladefunktion.
Use Unity IAP,Use Unity IAP,Unity IAPを使用,使用统一IAP,使用统一IAP,使用統一IAP,Utilisez l'unité IAP,Utilice la Unidad IAP,Unity IAP를 사용,Gunakan Unity IAP,ใช้ความสามัคคี IAP,استخدام الوحدة IAP,Используйте Unity IAP,Verwenden Sie Unity IAP
Use Unity IAP comment,Use Unity IAP. Open the service window from the [Services] button below and turn on In-App Puchasing.Unity Please check the following [Unity IAP] buttons for detailed explanation of IAP.,Unity IAPを使用します。下記[Services]ボタンからサービスウインドウを開きIn-App PuchasingをONにしてください。Unity IAPの詳しい説明は以下の[Unity IAP]ボタンから確認して下さい。,使用统一IAP。从下面的[服务]按钮，打开服务窗口，打开应用程式Puchasing.Unity请检查IAP的详细说明如下[统一IAP]按钮。,使用统一IAP。从下面的[服务]按钮，打开服务窗口，打开应用程式Puchasing.Unity请检查IAP的详细说明如下[统一IAP]按钮。,使用統一IAP。從下面的[服務]按鈕，打開服務窗口，打開應用程式Puchasing.Unity請檢查IAP的詳細說明如下[統一IAP]按鈕。,Utilisez l'unité IAP. Ouvrez la fenêtre de service à partir des boutons [Services] bouton ci-dessous et mettez S'il vous plaît vérifier les points suivants [Unité IAP] In-App Puchasing.Unity pour une explication détaillée de l'IAP.,"Utilice la Unidad IAP. Abra la ventana de servicio desde el botón [Servicios] de abajo y activar el In-App Puchasing.Unity Por favor, compruebe los siguientes botones [] Unidad IAP para explicación detallada de IAP.",Unity IAP를 사용합니다. 아래 [Services] 버튼에서 서비스 창을 엽니 In-App Puchasing를 ON으로하십시오. Unity IAP에 대한 자세한 설명은 다음 [Unity IAP 버튼에서 확인하십시오.,Gunakan Unity IAP. Buka jendela layanan dari [Layanan] tombol di bawah dan menghidupkan Dalam Aplikasi Puchasing.Unity Silakan periksa berikut [Unity IAP] tombol untuk penjelasan rinci dari IAP.,ใช้ความสามัคคี IAP เปิดหน้าต่างบริการจากปุ่ม [บริการ] ด้านล่างและเปิดในแอป Puchasing.Unity กรุณาตรวจสอบ [สามัคคี IAP] ปุ่มต่อไปนี้สำหรับคำอธิบายรายละเอียดของ IAP,استخدام الوحدة IAP. فتح نافذة الخدمة من زر [الخدمات] أدناه وتشغيل داخل التطبيق Puchasing.Unity يرجى التحقق مما يلي [الوحدة IAP] أزرار لشرح مفصل من IAP.,"Используйте Unity IAP. Откройте окно сервиса с помощью кнопки [Услуги] ниже и включите In-App Puchasing.Unity Пожалуйста, проверьте следующие кнопки [Unity] IAP для детального объяснения IAP.",Verwenden Sie Unity IAP. Öffnen Sie das Service-Fenster aus dem [Dienstleistungen] Button und schalten Sie In-App Puchasing.Unity Bitte überprüfen Sie die folgenden [Unity IAP] Tasten für die detaillierte Erklärung der IAP.
Please import In-App Purchasing SDK,Please import In-App Purchasing SDK,In-App Purchasing SDKをインポートしてください,请导入应用采购SDK,请导入应用采购SDK,請導入應用採購SDK,S'il vous plaît importer In-App SDK d'achat,Por favor importar Compras In-App SDK,In-App Purchasing SDK를 가져 오십시오,Silakan mengimpor Dalam Aplikasi Pembelian SDK,กรุณานำเข้าซื้อในแอป SDK,يرجى استيراد داخل التطبيق المشتريات SDK,Импортируйте In-App Purchasing SDK,Bitte importieren In-App Einkauf SDK
